$WEATHER,DATA,:,Point,"Coupee,",LA,,
1998109,19,20.6,13.3,0,,,
1998110,28.7,23.3,6.7,0,,,
1998111,20.2,22.2,8.9,0,,,
1998112,26.4,22.2,8.9,0,,,
1998113,27.2,23.3,6.7,0,,,
1998114,27.8,25,8.9,0,,,
1998115,23.4,23.9,12.8,0,,,
1998116,15.8,25,15,0,,,
1998117,20.3,26.1,18.3,0,,,
1998118,9,22.2,17.2,91.9,,,
1998119,7.5,20.6,17.2,12.7,,,
1998120,28.2,23.9,15.6,0,,,
1998121,28.9,27.8,12.8,0,,,
1998122,21.4,28.3,17.8,0,,,
1998123,22.8,28.3,19.4,0,,,
1998124,28.4,27.2,16.1,0,,,
1998125,25.6,27.8,16.1,0,,,
1998126,13.4,27.2,19.4,0,,,
1998127,22.8,30.6,21.7,0,,,
1998128,27.2,31.1,22.2,0,,,
1998129,24,30,20.6,0,,,
1998130,26.6,26.7,16.7,0,,,
1998131,28.8,28.9,13.9,0,,,
1998132,26.7,29.4,15.6,0,,,
1998133,26.5,30,15.6,0,,,
1998134,16.9,31.7,20.6,0,,,
1998135,21.4,29.4,21.1,0,,,
1998136,21.7,31.7,21.7,0,,,
1998137,25.2,31.1,18.3,0,,,
1998138,25.7,31.1,17.8,0,,,
1998139,25.9,31.1,18.9,0,,,
1998140,25.6,30.3,17.7,0,,,
1998141,24,31.7,18.3,0,,,
1998142,24.1,31.1,18.3,0,,,
1998143,22.7,31.1,20,0,,,
1998144,19.8,29.4,22.2,0,,,
1998145,20.4,30,20.6,0,,,
1998146,25.5,31.1,21.1,0,,,
1998147,25.2,31.1,18.9,0,,,
1998148,24.6,32.8,21.1,9.9,,,
1998149,22.6,33.9,22.2,0,,,
1998150,26,34.4,22.2,0,,,
1998151,27.4,35.6,23.9,0,,,
1998152,28.9,35.6,23.3,0,,,
1998153,26.5,34.4,23.9,0,,,
1998154,25.9,33.9,23.9,0,,,
1998155,22.7,33.3,24.4,0,,,
1998156,19.5,32.8,21.7,9.9,,,
1998157,10.8,22.8,19.4,8.1,,,
1998158,28.9,27.8,15.6,0,,,
1998159,21.2,31.1,18.9,0,,,
1998160,26.1,33.9,24.4,0,,,
1998161,28.1,34.4,23.9,0,,,
1998162,27.6,33.9,22.8,0,,,
1998163,24.4,34.4,23.9,0,,,
1998164,26.4,34.4,23.3,0,,,
1998165,25.2,35.6,22.8,0,,,
1998166,25.8,35,25.6,0,,,
1998167,26.4,35.6,23.9,0,,,
1998168,25.7,35,24.4,0,,,
1998169,23.8,35,25.6,2,,,
1998170,26.5,35.6,25,0,,,
1998171,26.4,35,22.8,0,,,
1998172,26.5,35,23.3,0,,,
1998173,22.1,34.4,18.3,8.9,,,
1998174,22.7,32.2,21.1,0,,,
1998175,24.2,33.9,22.8,0,,,
1998176,22.3,35,22.2,7.6,,,
1998177,14.8,28.9,23.3,0,,,
1998178,13.9,28.3,23.3,8.1,,,
1998179,19.1,32.2,23.3,0,,,
1998180,21.5,33.3,22.2,0,,,
1998181,25.9,34.4,23.3,0,,,
1998182,27.3,35,23.9,0,,,
1998183,22.5,33.3,22.8,0,,,
1998184,18.4,32.8,22.8,3.8,,,
1998185,22.7,34.4,23.3,0,,,
1998186,27.3,34.4,23.3,0,,,
1998187,27,36.7,25,0,,,
1998188,26.1,36.7,24.4,0,,,
1998189,24.3,35.6,24.4,0,,,
1998190,25.7,36.7,23.3,0,,,
1998191,25.6,36.1,25,0,,,
1998192,23.9,35.6,22.8,0,,,
1998193,24.3,36.1,23.3,0,,,
1998194,18,31.7,25,5.6,,,
1998195,11.9,27.8,22.8,2.8,,,
1998196,23,33.9,23.9,0,,,
1998197,23.9,35.6,23.9,1,,,
1998198,22.4,33.9,23.3,2.5,,,
1998199,24.9,33.9,22.8,0,,,
1998200,24.3,35.6,26.1,0,,,
1998201,23.9,35,22.8,0,,,
1998202,18.9,34.4,22.2,23.6,,,
1998203,13.6,29.4,22.8,6.6,,,
1998204,16.3,32.8,22.8,1.8,,,
1998205,18.8,33.3,22.2,18,,,
1998206,17.2,32.2,23.3,0,,,
1998207,13.5,32.2,23.3,0,,,
1998208,23,35,22.8,0,,,
1998209,23.1,33.9,23.3,0,,,
1998210,24.5,34.4,23.3,0,,,
1998211,25.6,35,23.9,0,,,
1998212,26.4,36.1,23.9,0,,,
1998213,26.7,37.2,23.3,0,,,
1998214,21.8,33.9,24.4,12.2,,,
1998215,24.8,32.8,23.3,0,,,
1998216,26.4,33.9,21.7,0,,,
1998217,26.3,34.4,20.6,0,,,
1998218,20.9,33.9,22.2,7.9,,,
1998219,17.5,31.7,22.2,0,,,
1998220,21.6,32.2,22.8,0,,,
1998221,22.5,34.4,22.2,0,,,
1998222,23.8,35.6,21.1,0,,,
1998223,21,34.4,22.8,0,,,
1998224,22.9,35.6,22.8,7.1,,,
1998225,14.7,32.2,22.8,2.5,,,
1998226,9.2,30.6,22.8,4.3,,,
1998227,9.7,25.6,21.1,17.5,,,
1998228,20.5,32.2,20.6,0,,,
1998229,22,33.3,21.7,0,,,
1998230,21.6,31.7,23.3,4.6,,,
1998231,22.2,34.4,22.2,0,,,
1998232,20.1,32.8,23.3,0,,,
1998233,16.3,30,23.3,1.8,,,
1998234,21.4,33.3,23.3,0.8,,,
1998235,22.5,33.3,23.9,0,,,
1998236,22.8,33.3,23.3,12.7,,,
1998237,23.3,33.9,22.8,0,,,
1998238,22.5,35.6,25,0,,,
1998239,24,35,22.8,0,,,
1998240,24.1,36.7,24.4,0,,,
1998241,23.3,36.7,21.7,0,,,
1998242,17.4,31.7,23.9,5.8,,,
1998243,19.7,33.9,23.9,0,,,
1998244,16.6,31.1,22.8,0,,,
1998245,23.3,32.8,22.2,0,,,
1998246,24.9,33.9,21.1,0,,,
1998247,24.4,34.4,17.2,0,,,
1998248,19.9,33.9,21.7,0,,,
1998249,8.7,30,23.3,0,,,
1998250,14.6,31.1,22.2,17.8,,,
1998251,19.3,32.2,21.1,0,,,
1998252,16.8,32.8,22.8,0,,,
1998253,7.4,25.6,22.8,31.8,,,
1998254,4.2,24.4,22.8,41.9,,,
1998255,8.7,27.8,23.3,7.9,,,
1998256,9.2,27.2,22.8,22.9,,,
1998257,13,29.4,22.8,4.6,,,
1998258,16.8,30,23.9,0,,,
1998259,17.9,30.6,22.8,17.8,,,
1998260,22.5,31.1,21.1,0,,,
1998261,14.2,29.4,23.3,16,,,
1998262,14.8,29.4,22.8,5.1,,,
1998263,13.8,30.6,24.4,4.6,,,
1998264,18.1,32.2,23.9,0,,,
1998265,17.3,32.8,24.4,0,,,
1998266,21,32.2,23.3,0,,,
1998267,20.8,31.7,21.7,0,,,
1998268,19.5,31.7,21.7,0,,,
1998269,19.4,31.7,21.7,0,,,
1998270,14.3,31.7,23.3,3.8,,,
1998271,16.5,31.7,23.3,0,,,
1998272,19.8,32.2,23.9,0,,,
1998273,21.5,32.8,22.2,0,,,
1998274,20.7,33.3,20,0,,,
1998275,19.2,32.8,21.1,0,,,
1998276,8.7,28.3,21.1,0.5,,,
1998277,6.7,27.8,21.1,0,,,
1998278,15.2,31.1,22.2,0,,,
1998279,8.1,28.9,21.1,39.9,,,
1998280,7.2,22.8,16.7,0.5,,,
1998281,20.2,24.4,14.4,0,,,
1998282,20.1,22.8,12.8,0,,,
1998283,19.9,23.9,11.7,0,,,
1998284,19.2,26.1,11.7,0,,,
1998285,19.8,26.1,12.8,0,,,
1998286,19.3,27.2,12.8,0,,,
1998287,18.9,26.7,14.4,0,,,
1998288,16.3,28.3,14.4,15.5,,,
1998289,14.9,28.9,22.2,0,,,
1998290,15.3,28.3,20.6,0,,,
1998291,14.2,29.4,21.7,0,,,
1998292,12.4,28.3,21.7,0,,,
1998293,11.9,27.2,20,0,,,
1998294,16.2,25.6,17.2,0,,,
1998295,14.7,20,11.7,0,,,
1998296,16.2,20.6,7.8,0,,,
1998297,18.5,23.3,8.9,0,,,
1998298,18,25.6,11.7,0,,,
1998299,18.1,25.6,12.8,0,,,
1998300,17.7,25.6,11.1,0,,,
1998301,16.1,25.6,11.1,0,,,
1998302,15.5,25,12.8,0,,,
1998303,16.4,26.7,13.9,0,,,
1998304,15.4,25.6,12.8,0,,,
1998305,15.7,27.2,11.7,0,,,
1998306,17.2,22.8,13.3,15,,,
1998307,17.8,21.1,8.3,0,,,
1998308,15.7,22.8,8.9,0,,,
1998309,12.5,17.2,7.8,0,,,
1998310,16.2,14.4,4.4,0,,,
1998311,12.1,17.8,5.6,0,,,
1998312,10.6,25.6,13.3,0,,,
1998313,11.7,25.6,17.8,0,,,
1998314,5.5,23.9,12.2,17.8,,,
1998315,15.4,18.9,8.3,0,,,
1998316,5,15,9.4,0,,,
1998317,4.4,17.8,12.8,3.6,,,
1998318,4.3,21.7,17.2,19.1,,,
1998319,5,20.6,15.6,0.5,,,
1998320,8.6,21.1,15,0,,,
1998321,7.4,18.9,11.1,0,,,
1998322,10.6,20.6,10.6,0,,,
1998323,11.6,23.3,11.1,0,,,
1998324,9.4,23.3,10.6,0,,,
1998325,4.5,13.9,8.9,9.1,,,
1998326,12.6,20.6,7.2,0,,,
1998327,7.8,21.1,12.2,0.3,,,
1998328,12.9,22.8,11.1,0,,,
1998329,12.1,23.9,10.6,0,,,
1998330,12.1,24.4,12.8,0,,,
1998331,12.9,23.3,10.6,0,,,
1998332,8.8,21.7,15,0,,,
1998333,11.3,22.8,8.9,0,,,
1998334,10.2,25.6,15,0,,,
1998335,13.5,23.9,14.4,0,,,
1998336,7.6,21.7,12.2,0,,,
1998337,8.1,22.8,12.8,0,,,
1998338,10.7,25,18.3,1,,,
1998339,10.8,25.6,17.2,0,,,
1998340,8.1,26.1,18.9,0,,,
1998341,9.1,26.7,21.1,0,,,
1998342,3.7,21.7,7.8,3.6,,,
1998343,9.9,15,5.6,0,,,
1998344,3,12.8,8.3,6.1,,,
1998345,1.8,13.3,8.9,5.8,,,
1998346,4.2,14.4,7.2,26.4,,,
1998347,5.3,10,5,0,,,
1998348,14.2,14.4,1.7,0,,,
1998349,14.4,15,1.1,0,,,
1998350,14.2,14.4,-2.2,0,,,
1998351,13.4,14.4,1.1,0,,,
1998352,8.5,17.2,11.1,0,,,
1998353,9.6,21.1,14.4,6.6,,,
1998354,9.7,21.1,14.4,0,,,
1998355,7.4,24.4,17.2,0,,,
1998356,5.8,20.6,1.1,3.8,,,
1998357,3.1,3.9,0.6,9.9,,,
1998358,3.5,3.9,0,1.3,,,
1998359,4.2,3.9,0,0,,,
1998360,10.3,8.9,0.6,0,,,
1998361,11.1,17.8,4.4,0,,,
1998362,5.3,16.1,7.2,57.2,,,
1998363,7,11.1,4.4,0,,,
1998364,13.9,11.1,0.6,0,,,
1998365,11.5,19.4,3.3,0,,,
1999001,6.5,20.6,11.1,0,,,
1999002,3.6,17.8,2.8,28.2,,,
1999003,13.8,2.8,-2.2,0,,,
1999004,13.8,2.8,-5,0,,,
1999005,13.9,7.2,-6.1,0,,,
1999006,7,16.7,1.7,8.4,,,
1999007,4.5,16.7,11.7,67.3,,,
1999008,11.5,22.8,12.2,0,,,
1999009,11.2,17.2,-1.7,0,,,
1999010,14.1,11.7,-3.3,0,,,
1999011,14.6,15.6,-1.7,0,,,
1999012,12.6,20.6,7.8,0,,,
1999013,9.1,22.8,7.8,0,,,
1999014,4.9,16.1,4.4,2.5,,,
1999015,13.7,13.9,1.7,0,,,
1999016,14.4,20,6.1,0,,,
1999017,9.2,23.3,11.7,0,,,
1999018,15.5,22.8,8.3,0,,,
1999019,12,23.3,8.9,0,,,
1999020,9.5,25,16.1,0,,,
1999021,7.4,25.6,19.4,0,,,
1999022,3.3,23.9,12.8,15.2,,,
1999023,6.3,13.3,3.3,0,,,
1999024,15.5,15.6,-0.6,0,,,
1999025,15.6,21.7,3.3,0,,,
1999026,15.8,22.2,5,0,,,
1999027,12.8,25,11.7,0,,,
1999028,8,24.4,15.6,0,,,
1999029,4.7,23.9,17.2,38.1,,,
1999030,10,22.2,12.8,4.1,,,
1999031,15.4,15,7.8,0,,,
1999032,16.2,17.8,8.9,0,,,
1999033,8.7,21.1,11.1,0,,,
1999034,10.3,18.9,8.9,3.3,,,
1999035,16.8,21.7,11.7,0,,,
1999036,16.8,22.8,10,0,,,
1999037,11.1,25.6,13.3,0,,,
1999038,9.4,25.6,19.4,0,,,
1999039,10.4,25,13.9,0,,,
1999040,8.2,22.2,15.6,0,,,
1999041,11.4,25.6,18.3,0,,,
1999042,11.4,26.1,14.4,0,,,
1999043,16.1,15,2.2,17.8,,,
1999044,18.6,14.4,0.6,0,,,
1999045,18.7,13.3,1.7,0,,,
1999046,16.6,18.9,1.7,0,,,
1999047,12.4,22.8,10,2.5,,,
1999048,4.3,15,7.8,26.2,,,
1999049,16.4,18.3,6.7,0,,,
1999050,18.9,15,8.3,0,,,
1999051,16.7,16.7,6.7,0.5,,,
1999052,10.6,9.4,2.2,0,,,
1999053,18.9,10.6,-0.6,0,,,
1999054,17.9,18.9,3.9,0,,,
1999055,20.6,18.9,1.1,0,,,
1999056,18.8,23.3,3.3,0,,,
1999057,10.6,23.9,10.6,0,,,
1999058,11.7,23.9,13.9,7.6,,,
1999059,21.6,20.6,7.2,0,,,
1999060,21.1,25,5,0,,,
1999061,12.6,23.3,11.7,15.7,,,
1999062,21.7,14.4,6.1,0,,,
1999063,21.8,17.2,4.4,0,,,
1999064,14.2,23.9,10,0,,,
1999065,18.8,26.7,10,19.6,,,
1999066,14,15,13.9,0,,,
1999067,7.9,22.8,12.2,0,,,
1999068,21.9,24.4,12.2,8.9,,,
1999069,20.3,23.3,10,0,,,
1999070,13.4,23.3,12.2,2,,,
1999071,6,15,10,0,,,
1999072,3,20.6,7.8,44.7,,,
1999073,6.8,7.8,5.6,0,,,
1999074,22.9,14.4,2.8,0,,,
1999075,23,20,7.2,0,,,
1999076,16.8,22.8,8.9,0,,,
1999077,17.6,22.8,11.7,0,,,
1999078,17.1,23.3,11.7,0,,,
1999079,13.9,20.6,11.7,0,,,
1999080,23.7,20,8.9,0,,,
1999081,23.8,21.1,7.2,0,,,
1999082,21.7,23.9,8.3,0,,,
1999083,21.3,26.7,11.7,0,,,
1999084,10.2,18.3,11.7,6.4,,,
1999085,25,17.8,6.7,0,,,
1999086,22.5,19.4,5.6,0,,,
1999087,16,22.2,8.9,1.8,,,
1999088,10.2,21.1,14.4,6.1,,,
1999089,10.5,16.7,12.8,20.3,,,
1999090,9.5,17.8,12.8,0,,,
1999091,19.6,24.4,11.1,0,,,
1999092,11.4,25.6,17.2,0,,,
1999093,13.9,27.8,20.6,0,,,
1999094,14,25,19.4,0,,,
1999095,14.4,28.9,19.4,0,,,
1999096,14.9,28.9,17.2,0,,,
1999097,17.8,28.9,17.2,0,,,
1999098,20.5,28.9,18.9,0,,,
1999099,21.5,30,21.7,0,,,
1999100,22.8,30,20,0,,,
1999101,21.1,29.4,20,0,,,
1999102,25.4,27.8,15,0,,,
1999103,25.3,26.7,13.9,0,,,
1999104,15.2,27.2,16.7,1.5,,,
1999105,25.5,22.8,11.7,0,,,
1999106,18.8,18.3,6.7,0,,,
1999107,26,20,7.2,0,,,
1999108,26.6,21.7,2.2,0,,,
1999109,25.3,26.7,6.7,0,,,
1999110,27.5,28.3,13.3,0,,,
1999111,26.6,27.8,13.9,0,,,
1999112,24.4,30,17.8,0,,,
1999113,24.7,32.2,21.1,0,,,
1999114,25.2,32.2,20,0,,,
1999115,23.9,30,20.6,0,,,
1999116,18.7,29.4,18.9,6.1,,,
1999117,26.4,30.6,18.3,0,,,
1999118,27.6,31.1,15.6,0,,,
1999119,27.3,29.4,16.7,0,,,
1999120,23.9,24.4,14.4,0,,,
1999121,27.2,25,10,0,,,
1999122,27.1,27.2,9.4,0,,,
1999123,21.5,27.8,13.9,0,,,
1999124,10.9,26.1,20,0,,,
1999125,18.9,31.7,22.8,0,,,
1999126,26.7,28.9,18.3,0,,,
1999127,28.6,27.2,11.7,0,,,
1999128,28.2,31.1,10.6,0,,,
1999129,26.8,31.1,13.3,0,,,
1999130,9.1,26.7,17.2,22.4,,,
1999131,18.8,26.7,17.2,17.8,,,
1999132,17.4,27.8,18.3,1.5,,,
1999133,23.6,27.8,16.7,0,,,
1999134,27.1,28.3,17.2,0,,,
1999135,24.6,30,17.8,0,,,
1999136,23.6,30.6,20.6,0,,,
1999137,23.3,30,19.4,0,,,
1999138,18.7,26.1,20,0,,,
1999139,26.4,28.9,17.8,0,,,
1999140,22.3,29.4,18.3,1.5,,,
1999141,20.1,30,20,0,,,
1999142,26.2,31.7,18.3,0,,,
1999143,21.6,32.2,20.6,0,,,
1999144,28.1,29.4,20,0,,,
1999145,20.1,30,15.6,0,,,
1999146,22.1,31.1,20,0,,,
1999147,24.1,30.6,19.4,0,,,
1999148,19.3,30.6,17.8,0,,,
1999149,21.7,29.4,20.6,5.6,,,
1999150,12.6,26.1,18.9,34,,,
1999151,25.4,29.4,18.3,0,,,
1999152,25.3,31.7,19.4,0,,,
1999153,25.7,31.1,21.7,0,,,
1999154,24.7,31.1,22.2,0,,,
1999155,26.2,31.7,21.7,0,,,
1999156,26.2,32.2,21.1,0,,,
1999157,23.3,32.2,21.7,0,,,
1999158,22.6,31.1,21.7,0,,,
1999159,26.1,32.2,21.1,0,,,
1999160,19.4,31.7,21.7,9.4,,,
1999161,18.9,30,21.1,0,,,
1999162,18.5,30.6,21.7,0,,,
1999163,22.3,30.6,20.6,0.8,,,
1999164,21.3,30.6,20.6,0,,,
1999165,22.9,29.4,21.7,3.8,,,
1999166,20.4,30,21.7,3.3,,,
1999167,17.8,28.9,22.2,0,,,
1999168,25.9,31.1,21.7,0,,,
1999169,29.2,30.6,19.4,0,,,
1999170,22.9,30.6,18.9,0,,,
1999171,28.3,32.2,21.1,0,,,
1999172,25.7,32.8,20.6,0,,,
1999173,17.4,29.4,23.9,10.2,,,
1999174,17.9,31.1,22.8,0,,,
1999175,16.8,31.7,23.3,2.8,,,
1999176,5.6,28.3,22.2,26.9,,,
1999177,11.2,27.8,23.3,43.7,,,
1999178,23.9,33.3,25.6,0,,,
1999179,24.4,32.8,25,0,,,
1999180,20.2,32.2,23.3,0,,,
1999181,21.7,32.8,22.8,0,,,
1999182,24.3,32.8,23.3,2,,,
1999183,24.2,32.2,23.9,5.1,,,
1999184,22.2,30,23.3,2.8,,,
1999185,22,31.7,22.8,0,,,
1999186,18.3,30,22.8,0,,,
1999187,22.5,32.2,23.3,1.5,,,
1999188,22.7,31.7,22.8,0,,,
1999189,22.1,30.6,22.8,0,,,
1999190,20.6,31.7,22.8,1.3,,,
1999191,19.9,30.6,22.2,0,,,
1999192,22.4,32.2,22.2,32.3,,,
1999193,9,25.6,20.6,25.4,,,
1999194,20.7,29.4,21.1,0.3,,,
1999195,27,30.6,21.1,0,,,
1999196,25.7,31.1,22.2,0,,,
1999197,20.9,34.9,23.4,0,,,
1999198,19.9,31.7,22.8,0,,,
1999199,20.9,31.1,22.2,0,,,
1999200,19.5,29.4,21.1,0,,,
1999201,20,29.4,22.2,0,,,
1999202,22.4,31.1,21.1,0.5,,,
1999203,25.6,32.2,20.6,0,,,
1999204,26.2,33.3,23.9,0,,,
1999205,16.9,32.2,24.4,0,,,
1999206,24.8,31.7,22.8,0,,,
1999207,23.6,33.3,24.4,0,,,
1999208,23.8,33.9,22.8,0,,,
1999209,22.1,33.9,21.7,0,,,
1999210,23.1,33.9,23.3,0,,,
1999211,25.6,33.9,25,0,,,
1999212,24.2,33.9,23.9,0,,,
1999213,24.9,33.9,23.3,0,,,
1999214,19.2,36.1,23.9,0,,,
1999215,24.1,35.6,23.9,6.9,,,
1999216,25.7,35.6,27.2,0,,,
1999217,25.7,36.7,22.2,0,,,
1999218,22.6,36.1,23.3,0,,,
1999219,23.5,35,22.8,0,,,
1999220,21.7,35.6,23.9,0,,,
1999221,22.6,35.6,23.3,16,,,
1999222,12.3,35.6,23.3,1.3,,,
1999223,21.5,35.6,23.9,0,,,
1999224,22.6,36.1,24.4,0,,,
1999225,23,35.6,24.4,0,,,
1999226,22.4,36.7,23.9,8.9,,,
1999227,25.8,32.2,20.6,0,,,
1999228,26.2,35,20.6,0,,,
1999229,23.2,35.6,23.3,0,,,
1999230,24.3,36.1,25,0,,,
1999231,24.5,37.8,22.8,0,,,
1999232,23.9,36.7,23.9,2.5,,,
1999233,21.5,37.2,23.3,0,,,
1999234,21.7,36.7,23.3,0,,,
1999235,22.8,36.1,23.3,0,,,
1999236,22.2,35.6,23.3,0,,,
1999237,22.2,36.7,23.9,0,,,
1999238,24.1,37.8,25.6,0,,,
1999239,15.9,33.3,23.3,0,,,
1999240,23.8,35,22.2,0,,,
1999241,22.4,35,21.7,0,,,
1999242,20.8,36.1,22.2,0,,,
1999243,16.6,33.9,21.7,1.5,,,
1999244,11.7,33.9,22.2,22.6,,,
1999245,12.6,28.9,22.8,0,,,
1999246,18.1,32.2,22.2,0,,,
1999247,16.8,32.8,22.2,0,,,
1999248,21.2,34.4,21.1,0,,,
1999249,18,35.6,22.8,11.4,,,
1999250,15.4,32.2,21.1,15.2,,,
1999251,15.5,32.8,21.1,20.6,,,
1999252,19.3,31.7,22.2,0,,,
1999253,24.4,32.8,18.3,0,,,
1999254,24.4,31.7,16.7,0,,,
1999255,22.6,32.2,17.8,6.6,,,
1999256,20.4,32.8,21.1,20.8,,,
1999257,22.6,31.1,20.6,0,,,
1999258,23.7,31.7,18.3,0,,,
1999259,23.3,31.7,18.3,0,,,
1999260,23,30,16.7,0,,,
1999261,22.9,31.7,12.8,0,,,
1999262,21.9,33.3,16.7,0,,,
1999263,21.8,33.9,21.1,0,,,
1999264,18.2,27.8,18.3,0,,,
1999265,22.9,25,12.8,0,,,
1999266,22.7,27.2,8.9,0,,,
1999267,20.6,27.8,10.6,0,,,
1999268,14,27.2,15,0,,,
1999269,18.7,31.1,18.3,0,,,
1999270,17.8,31.7,21.1,0,,,
1999271,9.7,29.4,22.8,19.3,,,
1999272,4.7,23.3,15.6,19.8,,,
1999273,20.1,25,12.8,0,,,
1999274,21.5,24.6,5.6,0,,,
1999275,20.4,28.9,11.1,0,,,
1999276,16.5,31.1,11.1,0,,,
1999277,18.4,31.7,11.1,0,,,
1999278,20.7,26.1,12.8,0,,,
1999279,20.5,27.2,10.6,0,,,
1999280,8.6,28.3,18.3,0.3,,,
1999281,7.9,26.7,22.2,61.2,,,
1999282,7.7,26.7,21.7,7.1,,,
1999283,14,28.9,21.7,0,,,
1999284,18.6,29.4,22.2,0,,,
1999285,19.5,30,18.9,0,,,
1999286,19,30.6,18.3,0,,,
1999287,20,30.6,15.6,0,,,
1999288,18.6,28.9,16.1,0,,,
1999289,19.1,29.4,16.1,0,,,
1999290,17,29.4,15,0,,,
1999291,16,24.4,15,0,,,
1999292,6.2,18.3,11.7,2.3,,,
1999293,18.8,21.7,10.6,0,,,
1999294,19,22.2,5,0,,,
1999295,18.9,26.7,5,0,,,
1999296,18.8,22.2,10.6,0,,,
1999297,18.6,17.8,6.1,0,,,
1999298,18.5,20.6,2.8,0,,,
1999299,18,25,5,0,,,
1999300,17.1,26.7,8.3,0,,,
1999301,17.1,25.6,8.9,0,,,
1999302,15.5,26.1,10,0,,,
1999303,13.8,28.3,18.3,23.1,,,
1999304,10,21.1,10,5.8,,,
1999305,12.2,20.6,8.9,0,,,
1999306,17.3,17.2,7.8,0,,,
1999307,18.2,18.3,0.6,0,,,
1999308,17.2,21.1,0.6,0,,,
1999309,16.1,23.9,9.4,0,,,
1999310,16.9,23.9,6.1,0,,,
1999311,16.4,25,6.1,0,,,
1999312,16.3,25,7.2,0,,,
1999313,15.6,25,9.4,0,,,
1999314,13.6,26.7,13.9,0,,,
1999315,15.9,26.7,12.8,0,,,
1999316,16.3,23.9,8.9,0,,,
1999317,16.1,25,7.2,0,,,
1999318,15.9,25.6,8.3,0,,,
1999319,15.8,24.4,18.9,0,,,
1999320,15.8,21.7,3.3,0,,,
1999321,15.9,20.6,4.4,0,,,
1999322,15.8,21.7,5.6,0,,,
1999323,13.3,25,11.1,0,,,
1999324,8.9,21.1,10.6,21.6,,,
1999325,10.7,22.2,7.2,0,,,
1999326,12.7,24.4,13.3,0,,,
1999327,9.6,26.7,16.1,12.7,,,
1999328,6.9,18.3,12.8,0,,,
1999329,2.3,12.2,8.3,6.6,,,
1999330,15.4,15.6,2.8,0,,,
1999331,14.8,18.9,0.6,0,,,
1999332,14.9,20.6,2.8,0,,,
1999333,14.5,21.7,5,0,,,
1999334,14.3,16.7,5,0,,,
1999335,14.4,18.3,2.2,0,,,
1999336,13.3,22.8,10.6,0,,,
1999337,6,25,15.6,0.5,,,
1999338,11.6,26.1,17.2,0,,,
1999339,12.1,20,6.1,7.1,,,
1999340,12.8,12.8,0.6,0,,,
1999341,12.7,13.9,0.6,0,,,
1999342,10.3,20,6.7,0,,,
1999343,5.6,24.4,12.2,0,,,
1999344,10.8,15.6,6.7,0,,,
1999345,9,18.3,7.2,0,,,
1999346,6.8,25,14.4,24.4,,,
1999347,3.5,15,9.4,0,,,
1999348,14.5,16.7,3.3,0,,,
1999349,14.3,13.9,0,0,,,
1999350,14.2,14.4,-2.8,0,,,
1999351,13.1,18.3,1.1,0,,,
1999352,3.7,13.9,6.7,41.1,,,
1999353,6.5,11.1,5,0,,,
1999354,2.2,12.2,4.4,30.5,,,
1999355,4.2,10,1.1,0,,,
1999356,14.1,12.8,-1.1,0,,,
1999357,13.8,14.4,-1.1,0,,,
1999358,14.8,17.8,-2.2,0,,,
1999359,14,11.7,0,0,,,
1999360,14.4,16.7,-2.8,0,,,
1999361,13.4,18.3,3.9,0,,,
1999362,14.1,12.2,1.1,0,,,
1999363,14.3,19.4,-1.1,0,,,
1999364,12.5,23.3,2.8,0,,,
1999365,9.4,24.4,13.3,0,,,
2000001,12.1,20.6,9.4,0,,,
2000002,9.6,26.1,14.4,0,,,
2000003,4.1,26.1,14.4,33,,,
2000004,8.4,16.7,0.6,0,,,
2000005,14.4,10.6,-0.6,0,,,
2000006,11.6,16.1,-0.6,0,,,
2000007,14.6,18.3,6.1,0,,,
2000008,8.1,21.7,10.6,1.5,,,
2000009,5.4,20.6,17.8,18.5,,,
2000010,14.6,23.3,8.3,0,,,
2000011,12.1,23.9,5,0,,,
2000012,9.1,25,12.8,0,,,
2000013,10.3,25.6,12.2,0,,,
2000014,15,15.6,5,0,,,
2000015,15,20,5,0,,,
2000016,12.7,23.3,7.8,0,,,
2000017,14.6,23.9,7.2,0,,,
2000018,9.8,24.4,14.4,0,,,
2000019,11.2,24.4,14.4,0,,,
2000020,15.1,18.9,2.8,0,,,
2000021,13.5,12.2,0,0,,,
2000022,6.1,22.2,8.9,1.8,,,
2000023,6.6,18.9,7.2,7.1,,,
2000024,9.2,18.9,0.6,0,,,
2000025,13.9,10.6,-0.6,0,,,
2000026,11.2,7.8,-2.2,0,,,
2000027,5.6,8.3,2.2,3.6,,,
2000028,2.9,4.4,2.8,2.5,,,
2000029,4.8,4.4,2.2,0,,,
2000030,13.9,11.1,0.6,0,,,
2000031,15.7,12.8,-2.2,0,,,
2000032,10.5,15.6,3.3,0,,,
2000033,14.5,15.6,5,0,,,
2000034,16.9,18.3,-0.6,0,,,
2000035,17.4,16.7,1.7,0,,,
2000036,17.1,11.7,-0.6,0,,,
2000037,17.1,13.9,-0.6,0,,,
2000038,8.4,18.3,4.4,0,,,
2000039,10.6,18.9,6.7,0,,,
2000040,16.6,21.1,2.8,0,,,
2000041,16.5,23.9,7.8,0,,,
2000042,7.9,23.9,15.6,0,,,
2000043,11.2,22.2,16.1,0,,,
2000044,6.5,23.3,17.2,0,,,
2000045,15.7,25,12.8,0,,,
2000046,15.2,25.6,11.1,0,,,
2000047,10.7,26.7,13.9,0,,,
